Round,Pick_No,Team,Player,Player_Link,Pos,College,Conf,ID,Conf_Clean,Div
4,128,Minnesota Vikings,Rhett Ellison,https://en.wikipedia.org/wiki/Rhett_Ellison ,FB,USC,Pac12,2012128,Pac12,NFC North
4,129,Las Vegas Raiders,Miles Burris,https://en.wikipedia.org/wiki/Miles_Burris ,LB,San Diego State,MW,2012129,Other,AFC West
4,130,Baltimore Ravens,Christian Thompson,https://en.wikipedia.org/wiki/Christian_Thompson_(American_football) ,S,South Carolina State,MEAC,2012130,Other,AFC North
4,131,New York Giants,Brandon Mosley,https://en.wikipedia.org/wiki/Brandon_Mosley ,OT,Auburn,SEC,2012131,SEC,NFC East
4,132,Green Bay Packers,Mike Daniels,https://en.wikipedia.org/wiki/Mike_Daniels_(American_football) ,DT,Iowa,Big Ten,2012132,Big Ten,NFC North
4,133,Green Bay Packers,Jerron McMillian,https://en.wikipedia.org/wiki/Jerron_McMillian ,S,Maine,CAA,2012133,Other,NFC North
4,134,Minnesota Vikings,Greg Childs,https://en.wikipedia.org/wiki/Greg_Childs_(American_football) ,WR,Arkansas,SEC,2012134,SEC,NFC North
4,135,Dallas Cowboys,Matt Johnson,https://en.wikipedia.org/wiki/Matt_Johnson_(safety) ,S,Eastern Washington,Big Sky,2012135,Other,NFC East
5,136,Indianapolis Colts,Josh Chapman,https://en.wikipedia.org/wiki/Josh_Chapman ,DT,Alabama,SEC,2012136,SEC,AFC South
5,137,Denver Broncos,Malik Jackson,https://en.wikipedia.org/wiki/Malik_Jackson_(defensive_end) ,DE,Tennessee,SEC,2012137,SEC,AFC West
5,138,Detroit Lions,Tahir Whitehead,https://en.wikipedia.org/wiki/Tahir_Whitehead ,LB,Temple,MAC,2012138,Other,NFC North
5,139,Minnesota Vikings,Robert Blanton,https://en.wikipedia.org/wiki/Robert_Blanton ,S,Notre Dame,Ind FBS,2012139,Other,NFC North
5,140,Tampa Bay Buccaneers,Najee Goode,https://en.wikipedia.org/wiki/Najee_Goode ,LB,West Virginia,Big East,2012140,Other,NFC South
5,141,Washington Commanders,Adam Gettis,https://en.wikipedia.org/wiki/Adam_Gettis ,OG,Iowa,Big Ten,2012141,Big Ten,NFC East
5,142,Jacksonville Jaguars,Brandon Marshall,https://en.wikipedia.org/wiki/Brandon_Marshall_(linebacker) ,LB,Nevada,WAC,2012142,Other,AFC South
5,143,Carolina Panthers,Josh Norman,https://en.wikipedia.org/wiki/Josh_Norman_(cornerback) ,CB,Coastal Carolina,Big South,2012143,Other,NFC South
5,144,Buffalo Bills,Zebrie Sanders,https://en.wikipedia.org/wiki/Zebrie_Sanders ,OT,Florida State,ACC,2012144,ACC,AFC East
5,145,Tennessee Titans,Taylor Thompson,https://en.wikipedia.org/wiki/Taylor_Thompson_(American_football) ,DE,SMU,CUSA,2012145,Other,AFC South
5,146,Kansas City Chiefs,DeQuan Menzie,https://en.wikipedia.org/wiki/DeQuan_Menzie ,CB,Alabama,SEC,2012146,SEC,AFC West
5,147,Buffalo Bills,Tank Carder,https://en.wikipedia.org/wiki/Tank_Carder ,LB,TCU,MW,2012147,Other,AFC East
5,148,Detroit Lions,Chris Greenwood,https://en.wikipedia.org/wiki/Chris_Greenwood ,CB,Albion,MIAA,2012148,Other,NFC North
5,149,Los Angeles Chargers,Johnnie Troutman,https://en.wikipedia.org/wiki/Johnnie_Troutman ,OG,Penn State,Big Ten,2012149,Big Ten,AFC West
5,150,Los Angeles Rams,Rokevious Watkins,https://en.wikipedia.org/wiki/Rokevious_Watkins ,OG,South Carolina,SEC,2012150,SEC,NFC West
5,151,Arizona Cardinals,Senio Kelemete,https://en.wikipedia.org/wiki/Senio_Kelemete ,OG,Washington,Pac12,2012151,Pac12,NFC West
5,152,Dallas Cowboys,Danny Coale,https://en.wikipedia.org/wiki/Danny_Coale ,WR,Virginia Tech,ACC,2012152,ACC,NFC East
5,153,Philadelphia Eagles,Dennis Kelly,https://en.wikipedia.org/wiki/Dennis_Kelly_(American_football) ,OT,Purdue,Big Ten,2012153,Big Ten,NFC East
5,154,Seattle Seahawks,Korey Toomer,https://en.wikipedia.org/wiki/Korey_Toomer ,LB,Idaho,WAC,2012154,Other,NFC West
5,155,Miami Dolphins,Josh Kaddu,https://en.wikipedia.org/wiki/Josh_Kaddu ,LB,Oregon,Pac12,2012155,Pac12,AFC East
5,156,Cincinnati Bengals,Shaun Prater,https://en.wikipedia.org/wiki/Shaun_Prater ,CB,Iowa,Big Ten,2012156,Big Ten,AFC North
5,157,Atlanta Falcons,Bradie Ewing,https://en.wikipedia.org/wiki/Bradie_Ewing ,FB,Wisconsin,Big Ten,2012157,Big Ten,NFC South
5,158,Las Vegas Raiders,Jack Crawford,https://en.wikipedia.org/wiki/Jack_Crawford_(American_football) ,DE,Penn State,Big Ten,2012158,Big Ten,AFC West
5,159,Pittsburgh Steelers,Chris Rainey,https://en.wikipedia.org/wiki/Chris_Rainey ,RB,Florida,SEC,2012159,SEC,AFC North
5,160,Cleveland Browns,Ryan Miller,https://en.wikipedia.org/wiki/Ryan_Miller_(American_football) ,OG,Colorado,Pac12,2012160,Pac12,AFC North
5,161,Houston Texans,Randy Bullock,https://en.wikipedia.org/wiki/Randy_Bullock ,K,Texas AM,Big 12,2012161,Big 12,AFC South
5,162,New Orleans Saints,Corey White,https://en.wikipedia.org/wiki/Corey_White_(defensive_back) ,S,Samford,SoCon,2012162,Other,NFC South
5,163,Green Bay Packers,Terrell Manning,https://en.wikipedia.org/wiki/Terrell_Manning ,LB,NC State,ACC,2012163,ACC,NFC North
5,164,Atlanta Falcons,Jonathan Massaquoi,https://en.wikipedia.org/wiki/Jonathan_Massaquoi ,DE,Troy,Sun Belt,2012164,Other,NFC South
5,165,San Francisco 49ers,Darius Fleming,https://en.wikipedia.org/wiki/Darius_Fleming ,LB,Notre Dame,Ind FBS,2012165,Other,NFC West
5,166,Cincinnati Bengals,Marvin Jones,https://en.wikipedia.org/wiki/Marvin_Jones_(wide_receiver) ,WR,California,Pac12,2012166,Pac12,AFC North
5,167,Cincinnati Bengals,George Iloka,https://en.wikipedia.org/wiki/George_Iloka ,S,Boise State,MW,2012167,Other,AFC North
5,168,Las Vegas Raiders,Juron Criner,https://en.wikipedia.org/wiki/Juron_Criner ,WR,Arizona,Pac12,2012168,Pac12,AFC West
5,169,Baltimore Ravens,Asa Jackson,https://en.wikipedia.org/wiki/Asa_Jackson ,CB,Cal Poly,Great West,2012169,Other,AFC North
5,170,Indianapolis Colts,Vick Ballard,https://en.wikipedia.org/wiki/Vick_Ballard ,RB,Mississippi State,SEC,2012170,SEC,AFC South
6,171,Los Angeles Rams,Greg Zuerlein,https://en.wikipedia.org/wiki/Greg_Zuerlein_(American_football) ,K,Missouri Western,MIAA,2012171,Other,NFC West
6,172,Seattle Seahawks,Jeremy Lane,https://en.wikipedia.org/wiki/Jeremy_Lane_(American_football) ,CB,Northwestern State,Southland,2012172,Other,NFC West
6,173,Washington Commanders,Alfred Morris,https://en.wikipedia.org/wiki/Alfred_Morris_(American_football) ,RB,Florida Atlantic,Sun Belt,2012173,Other,NFC East
6,174,Tampa Bay Buccaneers,Keith Tandy,https://en.wikipedia.org/wiki/Keith_Tandy ,CB,West Virginia,Big East,2012174,Other,NFC South
6,175,Minnesota Vikings,Blair Walsh,https://en.wikipedia.org/wiki/Blair_Walsh ,K,Georgia,SEC,2012175,SEC,NFC North
6,176,Jacksonville Jaguars,Mike Harris,https://en.wikipedia.org/wiki/Mike_Harris_(American_football) ,CB,Florida State,ACC,2012176,ACC,AFC South
6,177,Arizona Cardinals,Justin Bethel,https://en.wikipedia.org/wiki/Justin_Bethel ,S,Presbyterian,Big South,2012177,Other,NFC West
6,178,Buffalo Bills,Mark Asper,https://en.wikipedia.org/wiki/Mark_Asper ,OG,Oregon,Pac12,2012178,Pac12,AFC East
6,179,New Orleans Saints,Andrew Tiller,https://en.wikipedia.org/wiki/Andrew_Tiller ,OG,Syracuse,Big East,2012179,Other,NFC South
6,180,San Francisco 49ers,Trenton Robinson,https://en.wikipedia.org/wiki/Trenton_Robinson ,S,Michigan State,Big Ten,2012180,Big Ten,NFC West
6,181,Seattle Seahawks,Winston Guy,https://en.wikipedia.org/wiki/Winston_Guy ,S,Kentucky,SEC,2012181,SEC,NFC West
6,182,Kansas City Chiefs,Cyrus Gray,https://en.wikipedia.org/wiki/Cyrus_Gray ,RB,Texas AM,Big 12,2012182,Big 12,AFC West
6,183,Miami Dolphins,BJ Cunningham,https://en.wikipedia.org/wiki/B.J._Cunningham ,WR,Michigan State,Big Ten,2012183,Big Ten,AFC East
6,184,Chicago Bears,Isaiah Frey,https://en.wikipedia.org/wiki/Isaiah_Frey ,CB,Nevada,WAC,2012184,Other,NFC North
6,185,Arizona Cardinals,Ryan Lindley,https://en.wikipedia.org/wiki/Ryan_Lindley ,QB,San Diego State,MW,2012185,Other,NFC West
6,186,Dallas Cowboys,James Hanna,https://en.wikipedia.org/wiki/James_Hanna_(American_football) ,TE,Oklahoma,Big 12,2012186,Big 12,NFC East
6,187,New York Jets,Josh Bush,https://en.wikipedia.org/wiki/Josh_Bush ,S,Wake Forest,ACC,2012187,ACC,AFC East
6,188,Denver Broncos,Danny Trevathan,https://en.wikipedia.org/wiki/Danny_Trevathan ,LB,Kentucky,SEC,2012188,SEC,AFC West
6,189,Las Vegas Raiders,Christo Bilukidi,https://en.wikipedia.org/wiki/Christo_Bilukidi ,DT,Georgia State,Ind FCS,2012189,Other,AFC West
6,190,Tennessee Titans,Markelle Martin,https://en.wikipedia.org/wiki/Markelle_Martin ,S,Oklahoma State,Big 12,2012190,Big 12,AFC South
6,191,Cincinnati Bengals,Dan Herron,https://en.wikipedia.org/wiki/Dan_Herron ,RB,Ohio State,Big Ten,2012191,Big Ten,AFC North
6,192,Atlanta Falcons,Charles Mitchell,https://en.wikipedia.org/wiki/Charles_Mitchell_(American_football) ,S,Mississippi State,SEC,2012192,SEC,NFC South
6,193,Washington Commanders,Tom Compton,https://en.wikipedia.org/wiki/Tom_Compton ,OT,South Dakota,Great West,2012193,Other,NFC East
6,194,Philadelphia Eagles,Marvin McNutt,https://en.wikipedia.org/wiki/Marvin_McNutt ,WR,Iowa,Big Ten,2012194,Big Ten,NFC East
6,195,Houston Texans,Nick Mondek,https://en.wikipedia.org/wiki/Nick_Mondek ,OT,Purdue,Big Ten,2012195,Big Ten,AFC South
6,196,Detroit Lions,Jonte Green,https://en.wikipedia.org/wiki/Jonte_Green ,CB,New Mexico State,WAC,2012196,Other,NFC North
6,197,New England Patriots,Nate Ebner,https://en.wikipedia.org/wiki/Nate_Ebner ,S,Ohio State,Big Ten,2012197,Big Ten,AFC East
6,198,Baltimore Ravens,Tommy Streeter,https://en.wikipedia.org/wiki/Tommy_Streeter ,WR,Miami FL,ACC,2012198,ACC,AFC North
6,199,San Francisco 49ers,Jason Slowey,https://en.wikipedia.org/wiki/Jason_Slowey ,OT,Western Oregon,GNAC,2012199,Other,NFC West
6,200,Philadelphia Eagles,Brandon Washington,https://en.wikipedia.org/wiki/Brandon_Washington ,OG,Miami FL,ACC,2012200,ACC,NFC East
6,201,New York Giants,Matt McCants,https://en.wikipedia.org/wiki/Matt_McCants ,OT,UAB,CUSA,2012201,Other,NFC East
6,202,New York Jets,Terrance Ganaway,https://en.wikipedia.org/wiki/Terrance_Ganaway ,RB,Baylor,Big 12,2012202,Big 12,AFC East
6,203,New York Jets,Robert Griffin,https://en.wikipedia.org/wiki/Robert_Griffin_(offensive_lineman) ,OG,Baylor,Big 12,2012203,Big 12,AFC East
6,204,Cleveland Browns,Emmanuel Acho,https://en.wikipedia.org/wiki/Emmanuel_Acho ,LB,Texas,Big 12,2012204,Big 12,AFC North
6,205,Cleveland Browns,Billy Winn,https://en.wikipedia.org/wiki/Billy_Winn_(American_football) ,DT,Boise State,MW,2012205,Other,AFC North
6,206,Indianapolis Colts,LaVon Brazill,https://en.wikipedia.org/wiki/LaVon_Brazill ,WR,Ohio,MAC,2012206,Other,AFC South
6,207,Carolina Panthers,Brad Nortman,https://en.wikipedia.org/wiki/Brad_Nortman ,P,Wisconsin,Big Ten,2012207,Big Ten,NFC South
7,208,Indianapolis Colts,Justin Anderson,https://en.wikipedia.org/wiki/Justin_Anderson_(offensive_lineman) ,OG,Georgia,SEC,2012208,SEC,AFC South
7,209,Los Angeles Rams,AaronBrown,,LB,Hawaii,WAC,2012209,Other,NFC West
7,210,Minnesota Vikings,Audie Cole,https://en.wikipedia.org/wiki/Audie_Cole ,LB,NC State,ACC,2012210,ACC,NFC North
7,211,Tennessee Titans,Scott Solomon,https://en.wikipedia.org/wiki/Scott_Solomon ,DE,Rice,CUSA,2012211,Other,AFC South
7,212,Tampa Bay Buccaneers,Michael Smith,https://en.wikipedia.org/wiki/Michael_Smith_(running_back) ,RB,Utah State,WAC,2012212,Other,NFC South
7,213,Washington Commanders,Richard Crawford,https://en.wikipedia.org/wiki/Richard_Crawford_(American_football) ,CB,SMU,CUSA,2012213,Other,NFC East
7,214,Indianapolis Colts,TimFugger,,LB,Vanderbilt,SEC,2012214,SEC,AFC South
7,215,Miami Dolphins,Kheeston Randall,https://en.wikipedia.org/wiki/Kheeston_Randall ,DT,Texas,Big 12,2012215,Big 12,AFC East
7,216,Carolina Panthers,D J Campbell,https://en.wikipedia.org/wiki/D._J._Campbell_(American_football) ,S,California,Pac12,2012216,Pac12,NFC South
7,217,Washington Commanders,Jordan Bernstine,https://en.wikipedia.org/wiki/Jordan_Bernstine ,CB,Iowa,Big Ten,2012217,Big Ten,NFC East
7,218,Kansas City Chiefs,Jerome Long,https://en.wikipedia.org/wiki/Jerome_Long ,DT,San Diego State,MW,2012218,Other,AFC West
7,219,Minnesota Vikings,Trevor Guyton,https://en.wikipedia.org/wiki/Trevor_Guyton ,DE,California,Pac12,2012219,Pac12,NFC North
7,220,Chicago Bears,Greg McCoy,https://en.wikipedia.org/wiki/Greg_McCoy ,CB,TCU,MW,2012220,Other,NFC North
7,221,Arizona Cardinals,Nate Potter,https://en.wikipedia.org/wiki/Nate_Potter ,OT,Boise State,MW,2012221,Other,NFC West
7,222,Dallas Cowboys,Caleb McSurdy,https://en.wikipedia.org/wiki/Caleb_McSurdy ,ILB,Montana,Big Sky,2012222,Other,NFC East
7,223,Detroit Lions,Travis Lewis,https://en.wikipedia.org/wiki/Travis_Lewis ,OLB,Oklahoma,Big 12,2012223,Big 12,NFC North
7,224,New England Patriots,Alfonzo Dennard,https://en.wikipedia.org/wiki/Alfonzo_Dennard ,CB,Nebraska,Big Ten,2012224,Big Ten,AFC East
7,225,Seattle Seahawks,J R Sweezy,https://en.wikipedia.org/wiki/J._R._Sweezy ,OG,NC State,ACC,2012225,ACC,NFC West
7,226,Los Angeles Chargers,David Molk,https://en.wikipedia.org/wiki/David_Molk ,C,Michigan,Big Ten,2012226,Big Ten,AFC West
7,227,Miami Dolphins,Rishard Matthews,https://en.wikipedia.org/wiki/Rishard_Matthews ,WR,Nevada,WAC,2012227,Other,AFC East
7,228,Jacksonville Jaguars,Jeris Pendleton,https://en.wikipedia.org/wiki/Jeris_Pendleton ,DT,Ashland,GLIAC,2012228,Other,AFC South
7,229,Philadelphia Eagles,Bryce Brown,https://en.wikipedia.org/wiki/Bryce_Brown ,RB,Kansas State,Big 12,2012229,Big 12,NFC East
7,230,Las Vegas Raiders,Nathan Stupar,https://en.wikipedia.org/wiki/Nathan_Stupar ,OLB,Penn State,Big Ten,2012230,Big Ten,AFC West
7,231,Pittsburgh Steelers,Toney Clemons,https://en.wikipedia.org/wiki/Toney_Clemons ,WR,Colorado,Pac12,2012231,Pac12,AFC North
7,232,Seattle Seahawks,Greg Scruggs,https://en.wikipedia.org/wiki/Greg_Scruggs ,DE,Louisville,Big East,2012232,Other,NFC West
7,233,Tampa Bay Buccaneers,Drake Dunsmore,https://en.wikipedia.org/wiki/Drake_Dunsmore ,TE,Northwestern,Big Ten,2012233,Big Ten,NFC South
7,234,New Orleans Saints,Marcel Jones,https://en.wikipedia.org/wiki/Marcel_Jones ,OT,Nebraska,Big Ten,2012234,Big Ten,NFC South
7,235,New England Patriots,Jeremy Ebert,https://en.wikipedia.org/wiki/Jeremy_Ebert ,WR,Northwestern,Big Ten,2012235,Big Ten,AFC East
7,236,Baltimore Ravens,DeAngelo Tyson,https://en.wikipedia.org/wiki/DeAngelo_Tyson ,DT,Georgia,SEC,2012236,SEC,AFC North
7,237,San Francisco 49ers,Cam Johnson,https://en.wikipedia.org/wiki/Cam_Johnson ,DE,Virginia,ACC,2012237,ACC,NFC West
7,238,Kansas City Chiefs,Junior Hemingway,https://en.wikipedia.org/wiki/Junior_Hemingway ,WR,Michigan,Big Ten,2012238,Big Ten,AFC West
7,239,New York Giants,Markus Kuhn,https://en.wikipedia.org/wiki/Markus_Kuhn_(American_football) ,DT,NC State,ACC,2012239,ACC,NFC East
7,240,Pittsburgh Steelers,David Paulson,https://en.wikipedia.org/wiki/David_Paulson ,TE,Oregon,Pac12,2012240,Pac12,AFC North
7,241,Green Bay Packers,Andrew Datko,https://en.wikipedia.org/wiki/Andrew_Datko ,OT,Florida State,ACC,2012241,ACC,NFC North
7,242,New York Jets,Antonio Allen,https://en.wikipedia.org/wiki/Antonio_Allen ,S,South Carolina,SEC,2012242,SEC,AFC East
7,243,Green Bay Packers,B J Coleman,https://en.wikipedia.org/wiki/B._J._Coleman ,QB,Chattanooga,SoCon,2012243,Other,NFC North
7,244,New York Jets,Jordan White,https://en.wikipedia.org/wiki/Jordan_White_(American_football) ,WR,Western Michigan,MAC,2012244,Other,AFC East
7,245,Cleveland Browns,Trevin Wade,https://en.wikipedia.org/wiki/Trevin_Wade ,CB,Arizona,Pac12,2012245,Pac12,AFC North
7,246,Pittsburgh Steelers,Terrence Frederick,https://en.wikipedia.org/wiki/Terrence_Frederick ,CB,Texas AM,Big 12,2012246,Big 12,AFC North
7,247,Cleveland Browns,Brad Smelley,https://en.wikipedia.org/wiki/Brad_Smelley ,TE,Alabama,SEC,2012247,SEC,AFC North
7,248,Pittsburgh Steelers,Kelvin Beachum,https://en.wikipedia.org/wiki/Kelvin_Beachum ,OG,SMU,CUSA,2012248,Other,AFC North
7,249,Atlanta Falcons,Travian Robertson,https://en.wikipedia.org/wiki/Travian_Robertson ,DT,South Carolina,SEC,2012249,SEC,NFC South
7,250,Los Angeles Chargers,Edwin Baker,https://en.wikipedia.org/wiki/Edwin_Baker_(American_football) ,RB,Michigan State,Big Ten,2012250,Big Ten,AFC West
7,251,Buffalo Bills,John Potter,https://en.wikipedia.org/wiki/John_Potter_(American_football) ,K,Western Michigan,MAC,2012251,Other,AFC East
7,252,Los Angeles Rams,Daryl Richardson,https://en.wikipedia.org/wiki/Daryl_Richardson ,RB,Abilene Christian,LSC,2012252,Other,NFC West
7,253,Indianapolis Colts,Chandler Harnish,https://en.wikipedia.org/wiki/Chandler_Harnish ,QB,Northern Illinois,MAC,2012253,Other,AFC South
